AIM.Indicator,terradat_name,Land.Health.Standard.and/or.Management.Question,"Semiarid Warm - Shallow, Deep Rocky",Semiarid Warm - Finer Uplands,Semiarid Warm - Very Shallow,"Semiarid Warm - Sandy Uplands, Loamy Uplands",Semiarid Warm - Breaks,Semiarid Warm - Saline Uplands,"Semiarid Warm - Sandy Bottoms, Bottoms",Semiarid Cool - Deep Rocky,Semiarid Warm - Saline Bottoms,Semiarid Cool - Breaks,Semiarid Cool - Shallow,"Semiarid Cool - Saline Uplands, Sandy Uplands, Loamy Uplands, Finer Uplands",Semiarid Warm - Saline Hills,Arid Warm - Saline Uplands,Semiarid Warm - Clay Uplands
Non-invasive Tree Cover (%),AH_NonNoxTreeCover,LHA Standard 3: Are native plant communities spatially distributed across the landscape with a composition and frequency of species suitable to ensure reproductive capability and sustainability?,Suitable: >= 10.8 & < 36.5;  Marginal: >= 0 & < 10.8;  Unsuitable: >= 36.5 & < 84,Suitable: >= 4.7 & < 31.5;  Marginal: >= 0 & < 4.7;  Unsuitable: >= 31.5 & < 70.7,Suitable: >= 9.3 & < 27.3;  Marginal: >= 0 & < 9.3;  Unsuitable: >= 27.3 & < 76,Suitable: >= 4 & < 22.7;  Marginal: >= 0 & < 4;  Unsuitable: >= 22.7 & < 77.3,Suitable: >= 7.5 & < 32.7;  Marginal: >= 0 & < 7.5;  Unsuitable: >= 32.7 & < 57.4,Suitable: >= 2.8 & < 12;  Marginal: >= 0 & < 2.8;  Unsuitable: >= 12 & < 18.8,Suitable: >= 7 & < 33.8;  Marginal: >= 0 & < 7;  Unsuitable: >= 33.8 & < 53.3,Suitable: >= 11 & < 53.2;  Marginal: >= 0 & < 11;  Unsuitable: >= 53.2 & < 93.3,Suitable: >= 6.5 & < 20.3;  Marginal: >= 0 & < 6.5;  Unsuitable: >= 20.3 & < 42,Suitable: >= 7 & < 48.5;  Marginal: >= 0 & < 7;  Unsuitable: >= 48.5 & < 90,Suitable: >= 6 & < 58.7;  Marginal: >= 0 & < 6;  Unsuitable: >= 58.7 & < 88,Suitable: >= 3.3 & < 31.7;  Marginal: >= 0 & < 3.3;  Unsuitable: >= 31.7 & < 78.7,Suitable: >= 4.7 & < 5.3;  Marginal: >= 0 & < 4.7;  Unsuitable: >= 5.3 & < 6,Suitable: >= 2.5 & < 9.5;  Marginal: >= 0 & < 2.5;  Unsuitable: >= 9.5 & < 23.8,Suitable: >= 2 & < 15.8;  Marginal: >= 0 & < 2;  Unsuitable: >= 15.8 & < 50
Non-invasive Shrub (%),AH_NonNoxShrubCover,LHA Standard 3: Are native plant communities spatially distributed across the landscape with a composition and frequency of species suitable to ensure reproductive capability and sustainability?,Suitable: >= 3.3 & < 22;  Marginal: >= 22 & < 88.7;  Unsuitable: >= 0 & < 3.3,Suitable: >= 7.3 & < 26.1;  Marginal: >= 26.1 & < 89.3;  Unsuitable: >= 0 & < 7.3,Suitable: >= 2.7 & < 15.5;  Marginal: >= 15.5 & < 67.3;  Unsuitable: >= 0 & < 2.7,Suitable: >= 8.7 & < 32;  Marginal: >= 32 & < 95.3;  Unsuitable: >= 0 & < 8.7,Suitable: >= 5.9 & < 24;  Marginal: >= 24 & < 84.7;  Unsuitable: >= 0 & < 5.9,Suitable: >= 6.9 & < 22.7;  Marginal: >= 22.7 & < 54.5;  Unsuitable: >= 0 & < 6.9,Suitable: >= 9 & < 29.8;  Marginal: >= 29.8 & < 69.3;  Unsuitable: >= 0 & < 9,Suitable: >= 15.2 & < 41.4;  Marginal: >= 41.4 & < 99.3;  Unsuitable: >= 0 & < 15.2,Suitable: >= 6.9 & < 23.5;  Marginal: >= 23.5 & < 63.3;  Unsuitable: >= 0 & < 6.9,Suitable: >= 15.8 & < 37.2;  Marginal: >= 37.2 & < 76.7;  Unsuitable: >= 0 & < 15.8,Suitable: >= 15.8 & < 38;  Marginal: >= 38 & < 87.3;  Unsuitable: >= 0 & < 15.8,Suitable: >= 21.8 & < 40.7;  Marginal: >= 40.7 & < 98.7;  Unsuitable: >= 0 & < 21.8,Suitable: >= 7.9 & < 19.2;  Marginal: >= 19.2 & < 44;  Unsuitable: >= 1 & < 7.9,Suitable: >= 4.7 & < 20.8;  Marginal: >= 20.8 & < 52.5;  Unsuitable: >= 0 & < 4.7,Suitable: >= 15 & < 38.7;  Marginal: >= 38.7 & < 71.3;  Unsuitable: >= 0 & < 15
Invasive Annual Grass Cover (%),AH_NoxAnnGrassCover,LHA Standard 3: Are noxious weeds and undesirable species minimal in the overall plant community?,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4;  Unsuitable: >= 4 & < 74,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4.1;  Unsuitable: >= 4.1 & < 97.3,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 5.3;  Unsuitable: >= 5.3 & < 85.1,Suitable: >= 0 & < 3.3;  Marginal: >= 3.3 & < 10.3;  Unsuitable: >= 10.3 & < 98.7,Suitable: >= 0 & < 0.7;  Marginal: >= 0.7 & < 1;  Unsuitable: >= 1 & < 25.7,Suitable: >= 0 & < 2.7;  Marginal: >= 2.7 & < 6;  Unsuitable: >= 6 & < 76,Suitable: >= 0 & < 6.9;  Marginal: >= 6.9 & < 18.3;  Unsuitable: >= 18.3 & < 74.7,Suitable: >= 0 & < 2.3;  Marginal: >= 2.3 & < 5.7;  Unsuitable: >= 5.7 & < 48.7,Suitable: >= 0 & < 2.7;  Marginal: >= 2.7 & < 10.3;  Unsuitable: >= 10.3 & < 69.3,Suitable: >= 0 & < 0.6;  Marginal: >= 0.6 & < 1.7;  Unsuitable: >= 1.7 & < 4,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4.3;  Unsuitable: >= 4.3 & < 51.3,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4;  Unsuitable: >= 4 & < 45.3,Suitable: >= 0 & < 1.1;  Marginal: >= 1.1 & < 5;  Unsuitable: >= 5 & < 38,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 5.8;  Unsuitable: >= 5.8 & < 44.7,Suitable: >= 0 & < 3.3;  Marginal: >= 3.3 & < 12.7;  Unsuitable: >= 12.7 & < 66.3
Invasive Plant Cover (%),AH_NoxCover,LHA Standard 3: Are noxious weeds and undesirable species minimal in the overall plant community?,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4;  Unsuitable: >= 4 & < 74,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4;  Unsuitable: >= 4 & < 97.3,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 5.3;  Unsuitable: >= 5.3 & < 85.1,Suitable: >= 0 & < 3.3;  Marginal: >= 3.3 & < 10.7;  Unsuitable: >= 10.7 & < 98.7,Suitable: >= 0 & < 0.7;  Marginal: >= 0.7 & < 2;  Unsuitable: >= 2 & < 25.7,Suitable: >= 0 & < 2.4;  Marginal: >= 2.4 & < 5.3;  Unsuitable: >= 5.3 & < 78,Suitable: >= 0 & < 8.1;  Marginal: >= 8.1 & < 21.7;  Unsuitable: >= 21.7 & < 75.3,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 4.7;  Unsuitable: >= 4.7 & < 48.7,Suitable: >= 0 & < 2.7;  Marginal: >= 2.7 & < 14.9;  Unsuitable: >= 14.9 & < 69.3,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 2.7;  Unsuitable: >= 2.7 & < 4,Suitable: >= 0 & < 1.3;  Marginal: >= 1.3 & < 3.3;  Unsuitable: >= 3.3 & < 51.3,Suitable: >= 0 & < 1.2;  Marginal: >= 1.2 & < 2.7;  Unsuitable: >= 2.7 & < 45.3,Suitable: >= 0 & < 3;  Marginal: >= 3 & < 6;  Unsuitable: >= 6 & < 38,Suitable: >= 0 & < 1.5;  Marginal: >= 1.5 & < 3.7;  Unsuitable: >= 3.7 & < 44.7,Suitable: >= 0 & < 3.3;  Marginal: >= 3.3 & < 13.3;  Unsuitable: >= 13.3 & < 66.3
Number of Invasive Plant Species (n),NumSpp_NoxPlant,LHA Standard 3: Are noxious weeds and undesirable species minimal in the overall plant community?,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 6,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 5,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 4,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 5,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 3,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 2;  Unsuitable: >= 2 & < 3,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 2;  Unsuitable: >= 2 & < 4,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 3,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 2;  Unsuitable: >= 2 & < 4,Suitable: >= 0 & < 1.5;  Marginal: >= 1.5 & < 2.8;  Unsuitable: >= 2.8 & < 3,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 2,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 3,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 2;  Unsuitable: >= 2 & < 2,Suitable: >= 0 & < 2;  Marginal: >= 2 & < 2;  Unsuitable: >= 2 & < 4,Suitable: >= 0 & < 1;  Marginal: >= 1 & < 1;  Unsuitable: >= 1 & < 3
Sagebrush Cover (%),AH_SagebrushCover,LHA Standard 3: Are noxious weeds and undesirable species minimal in the overall plant community?,Suitable: >= 2 & < 15.8;  Marginal: >= 15.8 & < 56;  Unsuitable: >= 0 & < 2,Suitable: >= 5.9 & < 21.3;  Marginal: >= 21.3 & < 49.5;  Unsuitable: >= 0 & < 5.9,Suitable: >= 2 & < 13.6;  Marginal: >= 13.6 & < 54;  Unsuitable: >= 0 & < 2,Suitable: >= 6 & < 23.3;  Marginal: >= 23.3 & < 66.7;  Unsuitable: >= 0 & < 6,Suitable: >= 1.7 & < 12.3;  Marginal: >= 12.3 & < 42;  Unsuitable: >= 0 & < 1.7,Suitable: >= 5.5 & < 18.8;  Marginal: >= 18.8 & < 41.3;  Unsuitable: >= 0 & < 5.5,Suitable: >= 6.3 & < 17.7;  Marginal: >= 17.7 & < 58.7;  Unsuitable: >= 0 & < 6.3,Suitable: >= 7.9 & < 26.7;  Marginal: >= 26.7 & < 55.4;  Unsuitable: >= 0 & < 7.9,Suitable: >= 3.3 & < 15;  Marginal: >= 15 & < 31.7;  Unsuitable: >= 0 & < 3.3,Suitable: >= 5.7 & < 24.7;  Marginal: >= 24.7 & < 57.3;  Unsuitable: >= 0 & < 5.7,Suitable: >= 6 & < 23.4;  Marginal: >= 23.4 & < 73.3;  Unsuitable: >= 0 & < 6,Suitable: >= 13.9 & < 29.3;  Marginal: >= 29.3 & < 61.4;  Unsuitable: >= 0 & < 13.9,Suitable: >= 2.7 & < 13.9;  Marginal: >= 13.9 & < 42.7;  Unsuitable: >= 0 & < 2.7,Suitable: >= 4 & < 20;  Marginal: >= 20 & < 49.3;  Unsuitable: >= 0 & < 4,Suitable: >= 8.9 & < 27.7;  Marginal: >= 27.7 & < 48.5;  Unsuitable: >= 0 & < 8.9
Average Sagebrush Height (cm),Hgt_Sagebrush_Avg,LHA Standard 3: Are plants present in mixed age classes sufficient to sustain recruitment and mortality fluctuations?,Suitable: >= 27 & < 54.2;  Marginal: >= 54.2 & < 467.3;  Unsuitable: >= 0 & < 27,Suitable: >= 28 & < 52.4;  Marginal: >= 52.4 & < 149;  Unsuitable: >= 2 & < 28,Suitable: >= 23 & < 47.4;  Marginal: >= 47.4 & < 155;  Unsuitable: >= 2.8 & < 23,Suitable: >= 33.5 & < 61;  Marginal: >= 61 & < 204;  Unsuitable: >= 3 & < 33.5,Suitable: >= 32.6 & < 51.6;  Marginal: >= 51.6 & < 94.6;  Unsuitable: >= 13 & < 32.6,Suitable: >= 25.3 & < 43.5;  Marginal: >= 43.5 & < 145.2;  Unsuitable: >= 2.5 & < 25.3,Suitable: >= 48 & < 90.2;  Marginal: >= 90.2 & < 146.8;  Unsuitable: >= 14.2 & < 48,Suitable: >= 24.2 & < 48.2;  Marginal: >= 48.2 & < 86;  Unsuitable: >= 4.4 & < 24.2,Suitable: >= 28.2 & < 50.8;  Marginal: >= 50.8 & < 134.1;  Unsuitable: >= 8.9 & < 28.2,Suitable: >= 26.8 & < 56.7;  Marginal: >= 56.7 & < 93;  Unsuitable: >= 11.1 & < 26.8,Suitable: >= 22.3 & < 45.6;  Marginal: >= 45.6 & < 98;  Unsuitable: >= 2.8 & < 22.3,Suitable: >= 25.5 & < 47.3;  Marginal: >= 47.3 & < 114.3;  Unsuitable: >= 5 & < 25.5,Suitable: >= 20.6 & < 41.2;  Marginal: >= 41.2 & < 83.8;  Unsuitable: >= 3.6 & < 20.6,Suitable: >= 22.1 & < 34.3;  Marginal: >= 34.3 & < 99;  Unsuitable: >= 3 & < 22.1,Suitable: >= 39.9 & < 60.9;  Marginal: >= 60.9 & < 104.8;  Unsuitable: >= 10 & < 39.9
Dead Sagebrush Cover (% of total sagebrush cover),pct_sagebrush_dead,LHA Standard 3: Are plants present in mixed age classes sufficient to sustain recruitment and mortality fluctuations?,Suitable: >= 0 & < 30.4;  Marginal: >= 30.4 & < 54.5;  Unsuitable: >= 54.5 & < 100,Suitable: >= 0 & < 23.7;  Marginal: >= 23.7 & < 42.9;  Unsuitable: >= 42.9 & < 100,Suitable: >= 0 & < 31.6;  Marginal: >= 31.6 & < 57.1;  Unsuitable: >= 57.1 & < 100,Suitable: >= 0 & < 26.6;  Marginal: >= 26.6 & < 50;  Unsuitable: >= 50 & < 100,Suitable: >= 0 & < 21.8;  Marginal: >= 21.8 & < 33.3;  Unsuitable: >= 33.3 & < 100,Suitable: >= 0 & < 25;  Marginal: >= 25 & < 49.8;  Unsuitable: >= 49.8 & < 100,Suitable: >= 0 & < 38.2;  Marginal: >= 38.2 & < 59.1;  Unsuitable: >= 59.1 & < 100,Suitable: >= 0 & < 24.8;  Marginal: >= 24.8 & < 51.1;  Unsuitable: >= 51.1 & < 100,Suitable: >= 0 & < 36.7;  Marginal: >= 36.7 & < 100;  Unsuitable: >= 100 & < 100,Suitable: >= 0 & < 23.3;  Marginal: >= 23.3 & < 43.2;  Unsuitable: >= 43.2 & < 57.1,Suitable: >= 0 & < 22.2;  Marginal: >= 22.2 & < 33.3;  Unsuitable: >= 33.3 & < 100,Suitable: >= 0 & < 17.8;  Marginal: >= 17.8 & < 33.3;  Unsuitable: >= 33.3 & < 100,Suitable: >= 0 & < 28.6;  Marginal: >= 28.6 & < 71.9;  Unsuitable: >= 71.9 & < 100,Suitable: >= 0 & < 32.2;  Marginal: >= 32.2 & < 100;  Unsuitable: >= 100 & < 100,Suitable: >= 0 & < 22.2;  Marginal: >= 22.2 & < 34.6;  Unsuitable: >= 34.6 & < 100
Protected Surface Soil Stability Rating,SoilStability_Protected,"LHA Standard 1: Do upland soils exhibit infiltration and permeability rates that are appropriate to soil type, climate, landform, and geological processes?",Suitable: >= 4.2 & < 6;  Marginal: >= 3 & < 4.2;  Unsuitable: >= 0 & < 3,Suitable: >= 4.2 & < 6;  Marginal: >= 3.3 & < 4.2;  Unsuitable: >= 0 & < 3.3,Suitable: >= 4.1 & < 6;  Marginal: >= 3 & < 4.1;  Unsuitable: >= 0 & < 3,Suitable: >= 4.3 & < 6;  Marginal: >= 3.3 & < 4.3;  Unsuitable: >= 0.4 & < 3.3,Suitable: >= 3.8 & < 5.9;  Marginal: >= 3.1 & < 3.8;  Unsuitable: >= 1.8 & < 3.1,Suitable: >= 4 & < 6;  Marginal: >= 2.7 & < 4;  Unsuitable: >= 0 & < 2.7,Suitable: >= 4.2 & < 6;  Marginal: >= 3.5 & < 4.2;  Unsuitable: >= 1 & < 3.5,Suitable: >= 4.5 & < 6;  Marginal: >= 3.1 & < 4.5;  Unsuitable: >= 1 & < 3.1,Suitable: >= 4.2 & < 6;  Marginal: >= 3 & < 4.2;  Unsuitable: >= 1 & < 3,Suitable: >= 4.2 & < 6;  Marginal: >= 3.1 & < 4.2;  Unsuitable: >= 1.4 & < 3.1,Suitable: >= 4.4 & < 6;  Marginal: >= 3 & < 4.4;  Unsuitable: >= 1 & < 3,Suitable: >= 4.3 & < 6;  Marginal: >= 3 & < 4.3;  Unsuitable: >= 0 & < 3,Suitable: >= 3.8 & < 6;  Marginal: >= 2.5 & < 3.8;  Unsuitable: >= 1 & < 2.5,Suitable: >= 3.7 & < 6;  Marginal: >= 2.5 & < 3.7;  Unsuitable: >= 0.8 & < 2.5,Suitable: >= 4.7 & < 6;  Marginal: >= 4 & < 4.7;  Unsuitable: >= 1 & < 4
Unprotected Surface Soil Stability Rating,SoilStability_Unprotected,"LHA Standard 1: Do upland soils exhibit infiltration and permeability rates that are appropriate to soil type, climate, landform, and geological processes?",Suitable: >= 2.9 & < 6;  Marginal: >= 2 & < 2.9;  Unsuitable: >= 1 & < 2,Suitable: >= 3 & < 6;  Marginal: >= 2.3 & < 3;  Unsuitable: >= 1 & < 2.3,Suitable: >= 3 & < 6;  Marginal: >= 2 & < 3;  Unsuitable: >= 1 & < 2,Suitable: >= 3 & < 6;  Marginal: >= 2.1 & < 3;  Unsuitable: >= 1 & < 2.1,Suitable: >= 2.6 & < 5.3;  Marginal: >= 2 & < 2.6;  Unsuitable: >= 1 & < 2,Suitable: >= 2.8 & < 6;  Marginal: >= 2 & < 2.8;  Unsuitable: >= 1 & < 2,Suitable: >= 3.2 & < 6;  Marginal: >= 2.5 & < 3.2;  Unsuitable: >= 1 & < 2.5,Suitable: >= 2.8 & < 6;  Marginal: >= 1.8 & < 2.8;  Unsuitable: >= 1 & < 1.8,Suitable: >= 3.1 & < 6;  Marginal: >= 2 & < 3.1;  Unsuitable: >= 1 & < 2,Suitable: >= 2.2 & < 6;  Marginal: >= 1.7 & < 2.2;  Unsuitable: >= 1 & < 1.7,Suitable: >= 2.8 & < 6;  Marginal: >= 2 & < 2.8;  Unsuitable: >= 1 & < 2,Suitable: >= 3 & < 6;  Marginal: >= 2.2 & < 3;  Unsuitable: >= 1 & < 2.2,Suitable: >= 2.5 & < 6;  Marginal: >= 1.7 & < 2.5;  Unsuitable: >= 1 & < 1.7,Suitable: >= 2.6 & < 5.8;  Marginal: >= 1.9 & < 2.6;  Unsuitable: >= 1 & < 1.9,Suitable: >= 3.5 & < 6;  Marginal: >= 2.5 & < 3.5;  Unsuitable: >= 1 & < 2.5
Browse (NEED TO FIGURE THIS OUT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagebrush Shape,NA,LHA Standard 3: Are plants present in mixed age classes sufficient to sustain recruitment and mortality fluctuations?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
